Symbol,Name,Price,Chg %,Vol,Rel vol,Mkt cap,P/E,EPS diluted TTM,EPS diluted growth TTM YoY,Div yield TTM,Sector,Analyst rating
NSE:INDHOTEL,INDHOTEL,719.0,-0.1388888888888889,1151579,0.7564061696702015,1024871220703.0,47.692960810846664,15.0756,9.733302276829901,0.3819444444444444,Consumer Services,-0.02121212121212121
NSE:JSWENERGY,JSWENERGY,548.1,-1.3321332133213282,1195508,0.7837359521761033,1018132969843.0,49.471527470642926,11.0791,-10.865909877149086,0.3601656762110571,Utilities,-0.35757575757575755
NSE:PAYTM,PAYTM,1546.3,-2.145298063536267,3845521,0.6945441368061879,1014913725281.0,154.47552447552448,10.01,125.45045045045042,,Finance,0.3787878787878788
NSE:INDUSTOWER,INDUSTOWER,372.4,-2.0000000000000058,4521921,0.7654241543747675,1003642137451.0,13.727918841605474,27.1272,-26.28858836092703,3.679369250985545,Finance,-0.603030303030303
NSE:BHARATFORG,BHARATFORG,2098.9,0.28189202102246014,771557,0.4388415529896012,997842622904.0,142.09311299614794,14.7713,-31.626697031554485,0.4072539108353496,Producer Manufacturing,-0.02121212121212121
NSE:DRREDDY,DRREDDY,1178.8,-1.1073825503355743,804823,0.38984175434626145,994444625000.0,29.70728695454946,39.6805,-41.712068887005394,0.6711409395973155,Health Technology,-0.3787878787878788
NSE:MANKIND,MANKIND,2380.0,-0.03780083161829942,366010,1.03580622010111,991169662067.0,48.15864022662889,49.42,6.279569892473122,0.0,Health Technology,-0.26666666666666666
NSE:MAXHEALTH,MAXHEALTH,1014.4,1.0660555943010792,2219074,0.9807127329656453,976971864682.0,68.03487592219986,14.91,27.109974424552423,0.19924287706714486,Health Services,-0.35454545454545455
NSE:LAURUSLABS,LAURUSLABS,1814.0,0.23760844338840437,1291687,0.8261495695625961,971908981384.0,89.65817204088492,20.2324,114.56265377110373,0.11117287381878821,Health Technology,0.28787878787878785
NSE:GODREJCP,GODREJCP,931.0,0.3232758620689655,1452953,0.3640869275258899,950343302506.0,49.78183684818411,18.7016,3.1920587537452105,2.153547970281038,Consumer Non-Durables,-0.26363636363636367
NSE:MANIPALHOS,MANIPALHOS,724.8,0.26283026698021544,1226268,,949307739323.0,,,,,Health Services,1.0
NSE:NYKAA,NYKAA,320.6,-1.972175508332056,1680731,0.20665153873005931,936920842042.0,358.412520961431,0.8945,220.60931899641574,,Retail Trade,-0.1575757575757576
NSE:AUROPHARMA,AUROPHARMA,1645.0,1.0939036381514229,573959,0.47448862758000837,934989036560.0,25.70192022248957,64.003,9.609380753152408,0.3384615384615385,Health Technology,0.4666666666666667
NSE:MEESHO,MEESHO,192.95,-0.44887008564647846,5326664,0.5311928497869769,896047751415.0,,-2.6908,,,Retail Trade,0.29370629370629375
NSE:RECLTD,RECLTD,338.5,-0.4411764705882353,5973261,0.864563048331451,895164572110.0,5.558684767561585,60.8957,-4.872021182700795,5.353728489483747,Finance,-0.4454545454545455
NSE:SHREECEM,SHREECEM,24725.0,0.7744039127776645,39651,1.878339712737333,889011533602.0,54.7268262602,451.7894,9.636013484720966,0.6087785872278252,Non-Energy Minerals,-0.26363636363636367
NSE:IDBI,IDBI,81.11,-1.30201995619373,1957588,0.6914254000718344,883309868946.0,9.359674125018751,8.6659,17.717615735709636,0.0,Finance,-0.4454545454545455
NSE:PERSISTENT,PERSISTENT,5442.5,-2.289048473967684,352861,0.8914239779385443,879014580811.0,44.55842741704396,122.143,25.273073002028685,0.7178493234270127,Technology Services,0.04242424242424242
NSE:NAUKRI,NAUKRI,1354.9,-0.06638147219352881,1540339,0.5680244515372872,878869370665.0,55.82612278533169,24.27,53.70487650411654,0.619743249225321,Technology Services,0.4454545454545455
NSE:FEDERALBNK,FEDERALBNK,357.8,1.0449025698955066,2828297,0.7236656417092642,866868787805.0,19.143927233814875,18.69,14.38188494492045,0.33860045146726864,Finance,0.5121212121212121
NSE:DIXON,DIXON,14150.0,0.8912655971479502,387350,1.4281463740346139,859046951866.0,44.92278836223578,314.9849,59.5896980164836,0.0711743772241993,Electronic Technology,0.4666666666666667
NSE:BHARTIHEXA,BHARTIHEXA,1600.4,-2.4741011578305856,104513,0.3688412062606977,819474975586.0,43.870614035087726,36.48,32.75109170305676,1.098264132523872,Communications,0.3787878787878788
NSE:HAVELLS,HAVELLS,1299.7,0.05388760585065785,1021153,1.1145898470948483,815830139160.0,49.939482430692976,26.0255,15.580020695198812,0.7692307692307693,Producer Manufacturing,0.4242424242424242
NSE:ICICIGI,ICICIGI,1623.8,-0.15372317530590912,625721,0.7086470957373086,814331715813.0,33.54265647593473,48.41,-9.480179506357517,0.8280938506364055,Finance,-0.3090909090909091
NSE:AUBANK,AUBANK,1075.7,0.3264316358888267,450480,0.2987920769160105,809175318237.0,28.40506997623449,37.87,29.42583732057415,0.09267840593141798,Finance,0.4242424242424242
